Paul Bruce,1,cableman (uncredited),40 Carats
Max W. Anderson,1,visual effects (uncredited),Altered States
Sara Lee Wade,1,production assistant,The Best of Times
Stan Barrett,1,stunt coordinator,The Drowning Pool
Richard Eglseder,1,property master,Cabaret
Syd Dutton,1,assistant matte painter (uncredited),History of the World: Part I
Michie Ross,1,production secretary,The Yakuza
Gene Cipriano,1,musician: woodwinds (uncredited),The Yakuza
Kenneth A. Reid,1,NULL,Model Shop
Marge Leonard,1,production staff,All the President's Men
John Frankenheimer,1,NULL,I Walk the Line
Troy Melton,1,stunts (uncredited),Blazing Saddles
David Matthews,1,camera assistant (uncredited),The Thief Who Came to Dinner
E. Darrell Hallenbeck,1,executive production manager,All the President's Men
Tom H. John,1,NULL,Thank God It's Friday
Ron Stein,1,stunts,Nickelodeon
Dennis Detoro,1,generator operator (uncredited),Spacehunter: Adventures in the Forbidden Zone
R. Bruce Steinheimer,1,special effects technician (uncredited),The Electric Horseman
Kenneth Hall,1,music editor (as Ken Hall),Fat City
Mel Swope,1,first assistant director: second unit (uncredited),Marooned
Howard Jensen,1,special effects,The Swarm
Leslie Huntley,1,special visual effects production supervisor: Fantasy II Film Effects,Spacehunter: Adventures in the Forbidden Zone
Michael Jacobi,1,assistant editor,Scarecrow
Mark Cane,1,"mechanical special effects: Apogee, Inc.",Firefox
James Donnaldson,1,zoological specialist (uncredited),Brother John
Roland 'Ozzie' Smith,1,assistant camera (as Ozzie Smith),Blume in Love
David Chaves,1,assistant choreographer,Americathon
Dick Colean,1,first assistant camera (uncredited),A Reflection of Fear
Skip Karnas,1,production assistant,Sweet Sweetback's Baadasssss Song
Alice West,1,key second assistant director,Americathon
Edward Lewis,1,executive producer,I Walk the Line
Mary Loos,1,story consultant (uncredited),Butterflies Are Free
James F. Liles,1,special photographic effects,The China Syndrome
Stephen Bass,1,sound (uncredited),Bernardine
Bobby Somers,1,stunts (uncredited),Blazing Saddles
Stevie Myers,1,head wrangler,Nickelodeon
Al Fleming,1,makeup artist,Brother John
Ute Meyer-Martin,1,costume assistant (uncredited),Cabaret
Ronald Stinton,1,transportation (as Ronald 'Stumpy' Stinton),Boulevard Nights
John Roche,1,construction,1776
Nick Kurges,1,grip,The Frisco Kid
Nigel Hollick,1,editing room assistant (uncredited),Spacehunter: Adventures in the Forbidden Zone
Arthur Whitelaw,1,stage producer: New York,Butterflies Are Free
Anna Lisa Chally,1,assistant costumer: women (uncredited),The Electric Horseman
Sam Leavitt,1,director of photography,The Wrecking Crew
Maria Nemenyi,1,NULL,Hugo the Hippo
Rex Peterson,1,wrangler (uncredited),The Electric Horseman
Douglas Olivares,1,second assistant camera,The Frisco Kid
Guy Douglass,1,assistant property master,The Best of Times
Betsy Jones,1,NULL,Thank God It's Friday
Dick Richards,1,producer,Tootsie
Stuart Rosenberg,1,NULL,The Drowning Pool
Iren Henrik,1,NULL,Hugo the Hippo
Desmond Nakano,1,(written by),Boulevard Nights
Richard A. Mention III,1,camera assistant (as Rick Mention),The Shootist
Morris Harmell,1,second assistant director (uncredited),Bernardine
Robert J. Koster,1,first assistant director: New York (uncredited),Pendulum
Kenneth D. Westcott,1,property master,Wrong Is Right
John Franco Jr.,1,NULL,Absence of Malice
Sheldon Nemoy,1,title designer,From Noon Till Three
Mike Moschella,1,extra makeup artist (uncredited),The Electric Horseman
Rath Shelton,1,assistant location consultant,The Best of Times
Ron Eisenman,1,first aid (uncredited),The China Syndrome
Harry Bernsen,1,associate producer,Fools' Parade
Stephen Butler,1,assistant editor,Tilt
David Wildman,1,production assistant,Mortuary
Walt Freitas,1,transportation coordinator (as Walter Freitas),Wrong Is Right
Herbert Strabel,1,set dresser (as Herbert Strabl),Cabaret
Mary Scott,1,assistant film editor,Americathon
Irene Walzer,1,publicist,History of the World: Part I
Domenic Iaia,1,electronic visuals created by,Sgt. Pepper's Lonely Hearts Club Band
Dusty Wallace,1,gaffer,Three Days of the Condor
Baruch Cohon,1,composer: original chant,The Frisco Kid
Chuck Mierkey,1,police contact (uncredited),Fat City
Stanley Gray,1,assistant to producer,Cisco Pike
Charles Termini,1,first assistant camera (uncredited),Doctors' Wives
C.D. Taylor,1,graphics,Americathon
Jerome Richardson,1,musician: woodwinds (uncredited),The Yakuza
Michael Casey,1,property man,The Frisco Kid
Marc E. Meyer Jr.,1,NULL,The Best of Times
Terence Anderson,1,assistant editor,St. Ives
Sandy Shaw,1,scientific advisor,Firefox
Charles Bernstein,1,NULL,Viva Knievel!
Andrew D. Schwartz,1,additional still photographer (uncredited) / still photographer: re-shoots (uncredited),Tootsie
Kenneth Isley,1,sound mixer,Boulevard Nights
Tom McCarthy Jr.,1,sound effects: Effective Sounf Unlimited,Tootsie
Pete Gerard,1,"model maker: Apogee, Inc.",Firefox
Jack Petty,1,makeup artist,I Walk the Line
Isao Nagaoka,1,unit production manager (as Nagaoka Isao),The Yakuza
Pat McClung,1,"model maker: Apogee, Inc.",Firefox
Russell McEntyre,1,transportation co-captain,Capricorn One
Betty Crosby,1,script supervisor,The Drowning Pool
James Hunt,1,driver: Formula 1 car,Bobby Deerfield
George Staubs,1,best boy grip,Capricorn One
Jack Harnish,1,NULL,Altered States
Bill Fletcher,1,wig maker (uncredited),Spacehunter: Adventures in the Forbidden Zone
Tom Schurke,1,video playback engineer (uncredited),Tootsie
Jack Palinkas,1,key grip,The Stunt Man
Davis Grubb,1,"(novel ""Fools' Parade"")",Fools' Parade
Maria Kern,1,NULL,Hugo the Hippo
Andrew M. Costikyan,1,camera operator: Texas,Wrong Is Right
Jim Powers,1,unit publicist,Butterflies Are Free
Hank Scelza,1,transportation captain: Miami,Absence of Malice
Eldon Burke,1,stunts (uncredited),Blazing Saddles
Janiss Garza,1,editing secretary,Boulevard Nights
Mike Miller,1,key grip (as Michael Miller),Tootsie
Richard H. Kline,1,NULL,Tilt
Charles Morrow,1,composer: additional music,Altered States
Donald Hamilton,1,"(novel ""The Wrecking Crew"")",The Wrecking Crew
Lewis Gould,1,dga trainee (uncredited),Willie & Phil
Elmar Theissen,1,painter (uncredited),Spacehunter: Adventures in the Forbidden Zone
Harold Kraus,1,best boy (uncredited),The Love Machine
William Cruse,1,set designer (uncredited),The Shootist
Dale L. Martin,1,special effects coordinator (as Dale Martin),Spacehunter: Adventures in the Forbidden Zone
Jozsef Udvarnoki,1,production staff,Hugo the Hippo
Mark Gredell,1,"camera operator: Apogee, Inc.",Firefox
M. James Arnett,1,stunts (uncredited),Altered States
Jerry Gross,1,producer,Sweet Sweetback's Baadasssss Song
Beverly Walker,1,publicist,Absence of Malice
Lola 'Skip' McNalley,1,hairdresser (as Lola 'Skip' McNally),Blazing Saddles
Eva Szorenyi,1,ink and paint artist,Hugo the Hippo
Ann Saunders,1,hairdresser,Fools' Parade
Agnes Pusztai,1,production staff,Hugo the Hippo
Eugene Grossman,1,sound,Bernardine
Warren Carr,1,location manager,Spacehunter: Adventures in the Forbidden Zone
Albert Taffet,1,camera operator,Report to the Commissioner
C. Ransom Walrod,1,marine coordinator (uncredited),Firefox
Hal Whitby,1,boom operator,Up the Academy
Victoria Vanderkloot,1,stunts (as Victoria Vanderskleet),Wrong Is Right
Sandor Hirt,1,animator,Hugo the Hippo
Vic McClain,1,driver (uncredited),Spacehunter: Adventures in the Forbidden Zone
K.C. Peterson,1,driver (uncredited),Spacehunter: Adventures in the Forbidden Zone
George Erschbamer,1,special effects,Spacehunter: Adventures in the Forbidden Zone
Jack Night,1,boom operator (uncredited),The New Centurions
Joseph C. Cavalier,1,assistant director (as Joe Cavalier),The Shootist
David Ramirez,1,assistant editor,Cabaret
John Hartman,1,technical advisor,Cisco Pike
Dale Cline,1,associate producer,Tilt
Danton Rissner,1,producer,Up the Academy
Jack L. Warner,1,producer,1776
Don S. Walden,1,sound effects: Effective Sounf Unlimited (as Don Walden),Tootsie
Tim Hill,1,transportation captain,Time After Time
Dave Newhouse,1,greensman: construction (as David Newhouse),The Frisco Kid
Michael Adams,1,stunts (as Mike Adams),Spacehunter: Adventures in the Forbidden Zone
Wilma Garscadden-Gahret,1,script supervisor,Absence of Malice
Mark DeFrain,1,production assistant,Mortuary
Seiji Moori,1,tattoo artist (as Mohri Seiji),The Yakuza
Hughy Hughes,1,location auditor,Mortuary
John Burton Jr.,1,animation camera operator (uncredited),Capricorn One
Mallory Gottlieb,1,assistant film editor,The Best of Times
Tammy Pittman,1,production staff,All the President's Men
Arthur S. Newman Jr.,1,production manager (as Arthur Newman),The Drowning Pool
Lillian Michelson,1,researcher,History of the World: Part I
Jack Schrader,1,dialogue editor,Up the Academy
Terry Nichols,1,stunts,Thank God It's Friday
Kate Smith,1,receptionist: Market St.,Boulevard Nights
Mario Andretti,1,driver: Formula 1 car,Bobby Deerfield
Jamie Anderson,1,camera operator,The Best of Times
Jake Callihoo,1,transportation coordinator,Spacehunter: Adventures in the Forbidden Zone
Keiko Tsushima,1,script girl (as Tsushima Keiko),The Yakuza
William Apperson,1,construction personnel (uncredited),Spacehunter: Adventures in the Forbidden Zone
Tom Gard,1,leadman (uncredited),The Love Machine
Morton Tubor,1,sound editor (as Mort Tubor),Nickelodeon
Arthur Tarry,1,production accountant: Europe,Firefox
Maggie James,1,script supervisor,Three Days of the Condor
Paul Zindel,1,NULL,Mame
Bob Frederick,1,unit publicist (uncredited),The Thief Who Came to Dinner
Robert L. Guthrie,1,second assistant camera (uncredited),A Reflection of Fear
Edith Rey,1,(screenplay) and,Spacehunter: Adventures in the Forbidden Zone
Jack H. Young,1,makeup artist (as Jack Young),Fat City
Hope R. Goodwin,1,dga trainee (uncredited),The Electric Horseman
Bob Woodward,1,(book),All the President's Men
Brandon Pender,1,stunts (uncredited),Freebie and the Bean
Marvin Worth,1,producer,Up the Academy
Robert E. Pew,1,apprentice assistant editor (uncredited),The Electric Horseman
Richard Gilmore,1,metal sculptor,Spacehunter: Adventures in the Forbidden Zone
Ben Rusi,1,set-up grip,Spacehunter: Adventures in the Forbidden Zone
Shanan Harrell,1,costumer: women,Altered States
John Bard Manulis,1,production staff (as John Manulis),All the President's Men
Patricia Matzdorff,1,production coordinator,Absence of Malice
R. Reinholt Rose,1,key grip,The Electric Horseman
Pete King,1,orchestrator,Bernardine
John Dutton,1,script supervisor (uncredited),Cisco Pike
Henry Levin,1,NULL,Bernardine
Dean Wilson,1,prop person,Nickelodeon
Yvonne Ellis,1,secretary (uncredited),40 Carats
Victor King,1,second camera assistant (uncredited),Butterflies Are Free
Butler-Glouner,1,special photographic effects,Lost Horizon
Anthony Bavero,1,properties,I Walk the Line
Richard Mahoney,1,costumer (uncredited),Spacehunter: Adventures in the Forbidden Zone
Chuy Elizondo,1,camera operator,History of the World: Part I
Sass Bedig,1,special effects,Freebie and the Bean
Ken Kolb,1,NULL,Getting Straight
Jonathan Filley,1,location manager,Tootsie
Haruhisa Murase,1,grip (as Murase Haruhisa),The Yakuza
Paul Maslansky,1,executive producer,Hard Times
Cliff Kohlweck,1,music editor (as Clif Kohlweck),"Next Stop, Greenwich Village"
Michael Looney,1,second assistant director,Modern Romance
Althea Lawton,1,secretary to the director (as Althea Lawton Pomeranz),Americathon
John Jopson,1,additional cinematographer: racing scenes,Bobby Deerfield
James D. Young,1,music editor,Mortuary
Frank Ferrara,1,stunts (as Frank Ferrar),Wrong Is Right
Fred Stafford,1,sound editor,Altered States
Eddie Robin,1,technical advisor: billiards (uncredited),40 Carats
Phyllis Shafrin,1,auditor,Modern Romance
Charles T. Knight,1,sound mixer (as Charles Knight),Butterflies Are Free
Joe Masteroff,1,"(based on the musical play ""Cabaret"" book by)",Cabaret
Edwin Perlstein,1,business affairs (uncredited),Fat City
Wayne Beauchamp,1,special effects crew (uncredited),Exorcist II: The Heretic
Robin Krause,1,still photographer,The Stunt Man
Sandor Polyak,1,production staff,Hugo the Hippo
Carol Ann DiGiuseppe,1,assistant editor,History of the World: Part I
Robert Leader,1,editorial coordinator,The Stunt Man
Lon Bender,1,sound editor (as Lon E. Bender),Spacehunter: Adventures in the Forbidden Zone
Michael Sweeney,1,"assistant camera operator: Apogee, Inc. (as Mike Sweeney)",Firefox
Andy Siegel,1,assistant director (uncredited),Summertree
Michael R. Gannon,1,lead man (uncredited),The Electric Horseman
Mark Hopkins McNabb,1,playback operator (uncredited),Thank God It's Friday
Jimsie Eason,1,production associate,Altered States
Guy Sheppard,1,scenic designer,$
Myrna Post,1,publicist (uncredited),Cabaret
Alfred M. Kemper,1,set designer,The Swarm
R. Michael De Chellis,1,electrician,Willie & Phil
Herb Jaffe,1,producer,Time After Time
Richard McKenzie,1,art department staff,The China Syndrome
Oriana J. Bielawski,1,assistant production coordinator (as Oriana Bielawski),Spacehunter: Adventures in the Forbidden Zone
Bud Heller,1,grip (uncredited),The Electric Horseman
Gaylin P. Schultz,1,production coordinator (as Gaylin Schultz),The Yakuza
Craig Binkley,1,set dresser (uncredited),Funny Girl
Stuart Craig,1,production designer: French Revolution sequence,History of the World: Part I
Ward Preston,1,NULL,Viva Knievel!
Mary Peters,1,stunts: chase sequence (as Mary K. Peters),The Electric Horseman
Barbara Chrysler,1,stunts (uncredited),Blazing Saddles
Robert M. Reitano,1,sound editor,Scarecrow
Dan Bronson,1,costumer,The Best of Times
D.A. Zingelewicz,1,painter (uncredited),The Best of Times
Paul Neanover,1,metal sculptor,Spacehunter: Adventures in the Forbidden Zone
John Thiele,1,production executive,Tilt
Barbara Claman,1,NULL,Modern Romance
John Campbell,1,assistant camera (uncredited),Cabaret
Harriette Kanew,1,assistant production office coordinator,Tootsie
Raimund Stangl,1,makeup and hairstyling,Cabaret
Edward Ledding,1,second assistant director (as Ed Ledding),St. Ives
Paul Ganapoler,1,production manager,Three Days of the Condor
Eddie Hice,1,stunts (uncredited),Mame
Frank Winterstein,1,unit manager,$
Tony Silver,1,americathon logo by,Americathon
Jeanne Swain,1,casting: New Mexico (uncredited),Bite the Bullet
Michael Blum,1,assistant director (uncredited),Funny Girl
Len Wolfe,1,electrician (uncredited),Spacehunter: Adventures in the Forbidden Zone
Royce Henningson,1,projectionist: Utah (uncredited),Spacehunter: Adventures in the Forbidden Zone
Emile LaVigne,1,makeup artist,A Reflection of Fear
Eddie Marks,1,costumer: men (as Edward Marks),The China Syndrome
Jim Turner,1,accountant,History of the World: Part I
David Coleman,1,assistant property master (uncredited),Hard Times
Gladys Hill,1,assistant: John Huston,Fat City
Joe Lewis,1,stunts (uncredited),The Wrecking Crew
Bernard Slade,1,(written by),Stand Up and Be Counted
Kenji Takama,1,camera intern (uncredited),Tootsie
Robin Lewis West,1,propmaker (uncredited),The Electric Horseman
William R. Anderson,1,dialogue coach (uncredited),Bernardine
Lois Freeman,1,associate editor,Absence of Malice
Rick Baker,1,special makeup artist (uncredited),Altered States
Ron Cowen,1,(play),Summertree
Toshio Miyagawa,1,props (as Miyagawa Toshio),The Yakuza
Andre Link,1,producer (as Andre Link),Spacehunter: Adventures in the Forbidden Zone
Robert H. Raff,1,music editor,An Unmarried Woman
Ivan Reitman,1,executive producer,Spacehunter: Adventures in the Forbidden Zone
Zsuzsa Schrei,1,ink and paint artist,Hugo the Hippo
Donald Cammell,1,(writer),Tilt
Thomas L. Roysden,1,(as Thomas Roysden),Altered States
Frederick L. Guarino,1,photographer: second unit,The Love Machine
William S. Maxwell III,1,leadman,Absence of Malice
Randy Nolen,1,Steadicam operator,Mortuary
Norman Katkov,1,(screenplay),Viva Knievel!
Frank Ruttencutter,1,camera operator,Up the Academy
Adrienne Fazan,1,NULL,The Comic
Leah Zappy,1,assistant to producer,History of the World: Part I
Bart Batholomew,1,stand-by painter (uncredited),The Electric Horseman
Geoff Emerick,1,musical engineering consultant / original soundtrack album engineer: AIR Studios,Sgt. Pepper's Lonely Hearts Club Band
Rob Cowan,1,production assistant,Spacehunter: Adventures in the Forbidden Zone
Klari Paal,1,production staff (as Paal Klara),Hugo the Hippo
Linda Arocha,1,extras casting,Mortuary
Steve LaPorte,1,special makeup effects artist (as Steve Laporte),Spacehunter: Adventures in the Forbidden Zone
Frank Khoury,1,transportation (uncredited),Funny Girl
Josan F. Russo,1,assistant art director (as Josan Russo),The Frisco Kid
Jeryd Pojawa,1,special visual effects scenic consultant: Fantasy II Film Effects (as Jerry Pojawa),Spacehunter: Adventures in the Forbidden Zone
Lance Rubin,1,music adaptor,Modern Romance
Christopher Holmes,1,NULL,Sgt. Pepper's Lonely Hearts Club Band
Michael H. Ford,1,sound editor (as Michael Ford),Sgt. Pepper's Lonely Hearts Club Band
Robert Seaman,1,additional camera operator (uncredited),The In-Laws
Frank Olmstead,1,driver: tractor (uncredited),The Thief Who Came to Dinner
Al Jones,1,stunts (as Alton Leo Jones),The Stunt Man
Shawn McKay,1,hair stylist,Thank God It's Friday
Ralph Pulley,1,craft serviceman (uncredited),"Happy Birthday, Wanda June"
Charles Le Maire,1,NULL,Bernardine
Steve Cantamessa,1,sound (uncredited),History of the World: Part I
James Morris,1,transportation (uncredited),Lost Horizon
Bert Hallberg,1,sound mixer,Absence of Malice
Fred C. Blau Jr.,1,makeup artist (as Fred Blau),Bite the Bullet
Tish Monaghan,1,wardrobe assistant (uncredited),Spacehunter: Adventures in the Forbidden Zone
Esther Stephenson,1,script supervisor,Viva Knievel!
Gilbert B. Combs,1,stunts (uncredited),History of the World: Part I
S. Bruce Wineinger,1,construction foreman (as Bruce Wineinger),The China Syndrome
Norman Steinberg,1,(screenplay) &,Blazing Saddles
Bela Zsebenyi,1,production staff,Hugo the Hippo
Silvia Abascal,1,hair stylist,The Best of Times
Dale Van Sickel,1,stunts (uncredited),The Wrecking Crew
Brian E. Frankish,1,assistant director: second unit,The Best of Times
Phil Garner,1,additional graphics,Americathon
Harry Horner,1,NULL,Harry and Walter Go to New York
Kenneth Peach Jr.,1,camera operator (uncredited),Blazing Saddles
Ronald Hersey,1,assistant camera: Europe (as Ronald B. Hersey),Firefox
Norma Brown,1,costumer: ladies,The Drowning Pool
Nancy Hamilton,1,unit publicist,Up the Academy
George L. Little,1,costume foreperson (as George Little),The Frisco Kid
Ruth J. Gribin,1,pre-production secretary,Modern Romance
Shirley Street,1,production staff,All the President's Men
Wolfgang Glattes,1,assistant director,Cabaret
Richard Greenberg,1,title designer,Altered States
Gene Corso,1,sound effects editor,The China Syndrome
Patricia Padden,1,assistant to executive producer,Viva Knievel!
Elliott Marks,1,still photographer (as Elliot Marks),History of the World: Part I
Martin Baum,1,executive producer (uncredited),Cabaret
Richard Spelker,1,boom operator (uncredited),40 Carats
Richard Hartley,1,best boy electric (as Richard Hartley Jr.),The Best of Times
Joel Schiller,1,NULL,A Reflection of Fear
Jim Henry,1,color timer,Boulevard Nights
Carey Jones,1,second assistant camera,Altered States
Rocco Derasmo,1,teamster captain: New York,Wrong Is Right
Cy Guerrier,1,special effects (uncredited),The Electric Horseman
David O'Dell,1,location assistant,Boulevard Nights
Barry Richardson,1,hairdresser,$
George Chavez,1,location security,Boulevard Nights
Sidney Ray Baldwin,1,camera intern (uncredited),Brother John
Harry Madsen,1,stuntman,The Gumball Rally
William H. Steiner,1,camera operator (as Bill Steiner),Tootsie
Frank Regula,1,sound mixer,Stand Up and Be Counted
James Moffett,1,first aid (uncredited),Freebie and the Bean
Kenneth Wannberg,1,music editor (as Ken Wannberg),Nickelodeon
Randal Woodward,1,stand-by painter,Americathon
Ken Eddy,1,camera operator: second unit,Exorcist II: The Heretic
Dennis Matsuda,1,first assistant camera,Modern Romance
Robert Cottingham,1,contributing painter and sculptor,An Unmarried Woman
Mayo Simon,1,(screenplay),Marooned
Jay Levy,1,executive in charge of music,Americathon
William Smith,1,russian-language translator (uncredited),Firefox
Dorothy Aldworth,1,script supervisor,St. Ives
Geri Jacobson,1,co-production secretary (uncredited),Exorcist II: The Heretic
Steve Bonner,1,production van driver (uncredited),Boulevard Nights
Charles Williams,1,dolly grip,Americathon
Rita Fazekas,1,ink and paint artist,Hugo the Hippo
Joseph Wambaugh,1,(novel),The New Centurions
Mary Statler,1,stunts (uncredited),The Wrecking Crew
Durk Pearson,1,scientific advisor,Firefox
Don Carmody,1,producer,Spacehunter: Adventures in the Forbidden Zone
Jim Dyer,1,first assistant director,The Best of Times
Dodie Shepard,1,NULL,The Gumball Rally
Michele Panelli-Venetis,1,assistant: Mr. Rothstein (as Michele Panelli),Sgt. Pepper's Lonely Hearts Club Band
Joe Maffia,1,craft service (uncredited),40 Carats
Ralph Carter,1,grip (uncredited),The Thief Who Came to Dinner
Roy Kelly,1,special effects,Exorcist II: The Heretic
Stephane Goulet,1,property supervisor (uncredited),Altered States
J. Dennis Washington,1,NULL,The Electric Horseman
Jeno Koltai,1,production staff coordinator,Hugo the Hippo
John R. Woodward,1,unit manager (as John Woodward),Mortuary
Teddy Stewart,1,researcher,The China Syndrome
Carol Ann Jackson,1,assistant editor,The Yakuza
Ad Roest,1,sound re-recording mixer,Hugo the Hippo
Jack N. Green,1,camera operator (as Jack Green),Firefox
Lajosne Szantai,1,ink and paint artist,Hugo the Hippo
Michael J. Harte,1,costume supervisor,Up the Academy
Kevin Shanks,1,drapery man/floor covering,Sgt. Pepper's Lonely Hearts Club Band
Marydith Chase,1,wardrobe coordinator,Mortuary
Walter M. Scott,1,NULL,Bernardine
Howard Wilmarth,1,boom operator,Blume in Love
Gerald MacDonald,1,construction coordinator (uncredited),The Gumball Rally
Lila Katzen,1,contributing painter and sculptor,An Unmarried Woman
Bob Hatcher,1,transportation co-captain (uncredited),The Gumball Rally
Don Trumbull,1,"mechanical special effects: Apogee, Inc.",Firefox
Stuart Baird,1,associate producer,Altered States
Diana Lee,1,singing voice: Liv Ullmann (uncredited),Lost Horizon
Michael Speaker,1,"scenic artist: Apogee, Inc. (as Mike Speaker)",Firefox
John Greene,1,electrician (as John C. Greene),Americathon
Kim Burke,1,stunts,The Frisco Kid
Paul Feyder,1,assistant director,Bobby Deerfield
Daniel Craven,1,apprentice film editor,The Best of Times
Zsuzsa Agocs,1,animator,Hugo the Hippo
Fred Brookfield,1,stunts (uncredited),Mame
Fern Buchner,1,makeup artist,All the President's Men
Robert De Mora,1,NULL,Exorcist II: The Heretic
Eugene Barragy,1,grip (uncredited),In Cold Blood
Christopher Newman,1,sound mixer,Shamus
Delana Bettoli,1,pinball machine art,Tilt
Michael Elias,1,(written by) &,The Frisco Kid
Jeff Ballesteros,1,craft service (uncredited),The Gumball Rally
Fred Jackman Jr.,1,director of photography (as Fred Jackman),Viva Knievel!
Margot Capelier,1,NULL,Bobby Deerfield
H. William Miller,1,transportation coordinator (as Bill Miller),Firefox
John S. Bartley,1,gaffer (as John Bartley),Spacehunter: Adventures in the Forbidden Zone
William O'Brien,1,assistant art director,The Swarm
Howard B. Jaffe,1,producer,A Reflection of Fear
Bruce Logan,1,"process photography: Apogee, Inc.",Firefox
Alan Gibbs,1,stunts (uncredited),Nickelodeon
Nike Zachmanoglou,1,script supervisor,Mortuary
Garry Ray Brown,1,first aid,Boulevard Nights
Larry Grenville,1,assistant editor,Wrong Is Right
Greg Langham,1,electrician,The Best of Times
Lorin Bennett Salob,1,second assistant director (as Lorin Salob),Freebie and the Bean
Rick Mitchell,1,assistant editor,Sgt. Pepper's Lonely Hearts Club Band
Raoul Kraushaar,1,music coordinator,Cabaret
Lee Holdridge,1,NULL,Tilt
Jim Rollins,1,assistant special effects,The Best of Times
Marilyn Madderom,1,assistant editor,The Electric Horseman
Hudson B. Marquez,1,production sound (as Hudson Marquez),The Best of Times
Bill Taylor,1,matte photography (uncredited),History of the World: Part I
Jaime Rogers,1,choreographer,Americathon
William Wyler,1,NULL,Funny Girl
Fred Collins,1,construction coordinator,Harry and Walter Go to New York
Bela Magyarkuti,1,production staff,Hugo the Hippo
Craig Thomas,1,(novel),Firefox
Llandys Williams,1,wardrobe supervisor,Boulevard Nights
Bert Kershner,1,assistant camera (uncredited),Bernardine
Zoltan Madarasz,1,animator,Hugo the Hippo
John Huneck,1,special visual effects camera operator: Fantasy II Film Effects,Spacehunter: Adventures in the Forbidden Zone
Anna Hill Johnstone,1,NULL,Report to the Commissioner
Matty Azzarone,1,assistant property master,All the President's Men
Elmo Buness,1,dolly operator,Butterflies Are Free
Don Vargas,1,costumer,From Noon Till Three
Jim Wray,1,pinball machine musical sounds,Tilt
Kathleen Freeman,1,dialogue coach,The Love Machine
James R. Connell,1,camera operator,Capricorn One
Michael Kaplan,1,wardrobe: men,Thank God It's Friday
Marcia Reed,1,still photographer,Wrong Is Right
Terence Saunders,1,miniature crew (uncredited),Marooned
Garry Elmendorf,1,special effects supervisor (as Gary Elmendorf),The Best of Times
Ardie Ivy,1,assistant: AFI (uncredited),Exorcist II: The Heretic
Tom Fillingham,1,first assistant camera,Spacehunter: Adventures in the Forbidden Zone
Robert E. Warren,1,second assistant director: New York (as Robert Warren),Wrong Is Right
Ralph Babcock,1,boom man,Absence of Malice
Charles W. Short,1,camera operator (as Charles Short),Blume in Love
Lois Jamison,1,nurse: Utah (uncredited),Spacehunter: Adventures in the Forbidden Zone
Joel Thurm,1,additional casting,Altered States
Frederick Elmes,1,camera operator,Modern Romance
Tom O'Horgan,1,stage production conceived and adapted by,Sgt. Pepper's Lonely Hearts Club Band
Paul Desmond,1,musician: solo saxophone,"Next Stop, Greenwich Village"
Federico De Laurentiis,1,assistant to producer,Three Days of the Condor
Gary Rhodaback,1,"model maker: Apogee, Inc.",Firefox
E. Preston Ames,1,(as Preston Ames),Lost Horizon
Bill Lindemann,1,assistant film editor,Nickelodeon
Rick Deal,1,stand-in,The Best of Times
Bruce A. Block,1,matte cameraman,Spacehunter: Adventures in the Forbidden Zone
Laura McInteer-Rimpau,1,auditor,Americathon
Andree Juviler,1,location manager,Modern Romance
Edward A. Biery,1,NULL,Brother John
Clare Fischer,1,musician: keyboards (uncredited),The Thief Who Came to Dinner
Clifford Happy,1,stunts,Spacehunter: Adventures in the Forbidden Zone
Mary Chase,1,(play),Bernardine
John Palmer,1,second camera operator: Europe,Firefox
John Dykstra,1,producer: special visual effects,Firefox
James Grady,1,"(novel ""Six Days of the Condor"")",Three Days of the Condor
Toots Thielemans,1,musician: harmonica solo,Brother John
Phyllis Newman,1,makeup artist,Spacehunter: Adventures in the Forbidden Zone
Tomoo Kasai,1,special effects (as Kasai Tomoo),The Yakuza
Hedvig Geller,1,ink and paint artist,Hugo the Hippo
Tita Bell,1,secretary,Americathon
Joe Gary,1,transportation co-captain (uncredited),Exorcist II: The Heretic
Alvah J. Miller,1,"chief of electronic special effects: Apogee, Inc. (as Al Miller)",Firefox
Ralph Helfer,1,animal supervisor: Gentle Jungle (uncredited),Blazing Saddles
Balazsne Zakanyi,1,ink and paint artist,Hugo the Hippo
Ed Fischer,1,unit publicist (uncredited),Doctors' Wives
George P. Wilbur,1,stunts (uncredited),Blazing Saddles
Hal Barns,1,sound effects editor,The Drowning Pool
Paula McKee,1,apprentice film editor (as Paula Pappe-McKee),The Best of Times
Ann Brebner,1,casting: San Francisco (uncredited),Freebie and the Bean
Betty Walberg,1,vocal-dance arrangements,Funny Girl
Malcolm C. Bert,1,NULL,A Walk in the Spring Rain
Phil McPhedran,1,production manager: Vancouver (uncredited),Spacehunter: Adventures in the Forbidden Zone
Richard E. Kalk,1,technical advisor (uncredited),The New Centurions
George R. Nelson,1,NULL,From Noon Till Three
Dick DeBenedictis,1,additional orchestrations,Americathon
Anna Raicsics,1,ink and paint artist,Hugo the Hippo
Joe Pearce,1,stand-by painter,The Frisco Kid
Don Sanders,1,sound mixer,Mortuary
Dean Westgaard,1,parachutist,The Stunt Man
Joseph Coscia,1,hair stylist (as Joe Coscia),Tootsie
William H. Ziegler,1,NULL,1776
Ivan Kiss,1,animator,Hugo the Hippo
Daniel R. Bentley,1,property master,Up the Academy
Reg Richards,1,construction manager: French Revolution sequence,History of the World: Part I
